,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,race/ethnicity_map,parental lvl of education_map,lunch_map,test preparation course_map,gender_map,total_score,pass/fail,percentage,grade,math_passfail,reading_passfail,writing_passfail,pass/fail_map,grade_map
694,female,group C,some high school,standard,none,49,63,56,3,6,1,1,1,168,Pass,56.00000000000001,Second,1,1,1,1,3
695,female,group D,some college,free/reduced,none,79,89,86,4,2,2,1,1,254,Pass,84.66666666666667,Distinction,1,1,1,1,1
696,female,group C,associate's degree,standard,completed,75,82,90,3,4,1,2,1,247,Pass,82.33333333333334,Distinction,1,1,1,1,1
697,female,group A,bachelor's degree,standard,none,59,72,70,1,1,1,1,1,201,Pass,67.0,First,1,1,1,1,2
698,female,group D,associate's degree,standard,completed,57,78,79,4,4,1,2,1,214,Pass,71.33333333333334,First,1,1,1,1,2
699,male,group C,high school,free/reduced,none,66,66,59,3,5,2,1,2,191,Pass,63.66666666666667,First,1,1,1,1,2
700,female,group E,bachelor's degree,standard,completed,79,81,82,5,1,1,2,1,242,Pass,80.66666666666666,Distinction,1,1,1,1,1
701,female,group B,some high school,standard,none,57,67,72,2,6,1,1,1,196,Pass,65.33333333333333,First,1,1,1,1,2
702,male,group A,bachelor's degree,standard,completed,87,84,87,1,1,1,2,2,258,Pass,86.0,Distinction,1,1,1,1,1
703,female,group D,some college,standard,none,63,64,67,4,2,1,1,1,194,Pass,64.66666666666666,First,1,1,1,1,2
704,female,group B,some high school,free/reduced,completed,59,63,64,2,6,2,2,1,186,Pass,62.0,First,1,1,1,1,2
705,male,group A,bachelor's degree,free/reduced,none,62,72,65,1,1,2,1,2,199,Pass,66.33333333333333,First,1,1,1,1,2
706,male,group D,high school,standard,none,46,34,36,4,5,1,1,2,116,Fail,38.666666666666664,Fail,1,0,0,0,0
707,male,group C,some college,standard,none,66,59,52,3,2,1,1,2,177,Pass,59.0,Second,1,1,1,1,3
708,male,group D,high school,standard,none,89,87,79,4,5,1,1,2,255,Pass,85.0,Distinction,1,1,1,1,1
709,female,group D,associate's degree,free/reduced,completed,42,61,58,4,4,2,2,1,161,Pass,53.666666666666664,Second,1,1,1,1,3
710,male,group C,some college,standard,completed,93,84,90,3,2,1,2,2,267,Pass,89.0,Distinction,1,1,1,1,1
711,female,group E,some high school,standard,completed,80,85,85,5,6,1,2,1,250,Pass,83.33333333333334,Distinction,1,1,1,1,1
712,female,group D,some college,standard,none,98,100,99,4,2,1,1,1,297,Pass,99.0,Distinction,1,1,1,1,1
713,male,group D,master's degree,standard,none,81,81,84,4,3,1,1,2,246,Pass,82.0,Distinction,1,1,1,1,1
714,female,group B,some high school,standard,completed,60,70,74,2,6,1,2,1,204,Pass,68.0,First,1,1,1,1,2
715,female,group B,associate's degree,free/reduced,completed,76,94,87,2,4,2,2,1,257,Pass,85.66666666666667,Distinction,1,1,1,1,1
716,male,group C,associate's degree,standard,completed,73,78,72,3,4,1,2,2,223,Pass,74.33333333333333,First,1,1,1,1,2
717,female,group C,associate's degree,standard,completed,96,96,99,3,4,1,2,1,291,Pass,97.0,Distinction,1,1,1,1,1
718,female,group C,high school,standard,none,76,76,74,3,5,1,1,1,226,Pass,75.33333333333333,First,1,1,1,1,2
719,male,group E,associate's degree,free/reduced,completed,91,73,80,5,4,2,2,2,244,Pass,81.33333333333333,Distinction,1,1,1,1,1
720,female,group C,some college,free/reduced,none,62,72,70,3,2,2,1,1,204,Pass,68.0,First,1,1,1,1,2
721,male,group D,some high school,free/reduced,completed,55,59,59,4,6,2,2,2,173,Pass,57.666666666666664,Second,1,1,1,1,3
722,female,group B,some high school,free/reduced,completed,74,90,88,2,6,2,2,1,252,Pass,84.0,Distinction,1,1,1,1,1
723,male,group C,high school,standard,none,50,48,42,3,5,1,1,2,140,Pass,46.666666666666664,Second,1,1,1,1,3
724,male,group B,some college,standard,none,47,43,41,2,2,1,1,2,131,Pass,43.666666666666664,Second,1,1,1,1,3
725,male,group E,some college,standard,completed,81,74,71,5,2,1,2,2,226,Pass,75.33333333333333,First,1,1,1,1,2
726,female,group E,associate's degree,standard,completed,65,75,77,5,4,1,2,1,217,Pass,72.33333333333334,First,1,1,1,1,2
727,male,group E,some high school,standard,completed,68,51,57,5,6,1,2,2,176,Pass,58.666666666666664,Second,1,1,1,1,3
728,female,group D,high school,free/reduced,none,73,92,84,4,5,2,1,1,249,Pass,83.0,Distinction,1,1,1,1,1
729,male,group C,some college,standard,none,53,39,37,3,2,1,1,2,129,Fail,43.0,Fail,1,0,0,0,0
730,female,group B,associate's degree,free/reduced,completed,68,77,80,2,4,2,2,1,225,Pass,75.0,First,1,1,1,1,2
731,male,group A,some high school,free/reduced,none,55,46,43,1,6,2,1,2,144,Pass,48.0,Second,1,1,1,1,3
732,female,group C,some college,standard,completed,87,89,94,3,2,1,2,1,270,Pass,90.0,Distinction,1,1,1,1,1
733,male,group D,some high school,standard,none,55,47,44,4,6,1,1,2,146,Pass,48.66666666666667,Second,1,1,1,1,3
734,female,group E,some college,free/reduced,none,53,58,57,5,2,2,1,1,168,Pass,56.00000000000001,Second,1,1,1,1,3
735,male,group C,master's degree,standard,none,67,57,59,3,3,1,1,2,183,Pass,61.0,First,1,1,1,1,2
736,male,group C,associate's degree,standard,none,92,79,84,3,4,1,1,2,255,Pass,85.0,Distinction,1,1,1,1,1
737,female,group B,some college,free/reduced,completed,53,66,73,2,2,2,2,1,192,Pass,64.0,First,1,1,1,1,2
738,male,group D,associate's degree,standard,none,81,71,73,4,4,1,1,2,225,Pass,75.0,First,1,1,1,1,2
739,male,group C,high school,free/reduced,none,61,60,55,3,5,2,1,2,176,Pass,58.666666666666664,Second,1,1,1,1,3
740,male,group D,bachelor's degree,standard,none,80,73,72,4,1,1,1,2,225,Pass,75.0,First,1,1,1,1,2
741,female,group A,associate's degree,free/reduced,none,37,57,56,1,4,2,1,1,150,Fail,50.0,Fail,0,1,1,0,0
742,female,group C,high school,standard,none,81,84,82,3,5,1,1,1,247,Pass,82.33333333333334,Distinction,1,1,1,1,1
743,female,group C,associate's degree,standard,completed,59,73,72,3,4,1,2,1,204,Pass,68.0,First,1,1,1,1,2
744,male,group B,some college,free/reduced,none,55,55,47,2,2,2,1,2,157,Pass,52.33333333333333,Second,1,1,1,1,3
745,male,group D,associate's degree,standard,none,72,79,74,4,4,1,1,2,225,Pass,75.0,First,1,1,1,1,2
746,male,group D,high school,standard,none,69,75,71,4,5,1,1,2,215,Pass,71.66666666666667,First,1,1,1,1,2
747,male,group C,some college,standard,none,69,64,68,3,2,1,1,2,201,Pass,67.0,First,1,1,1,1,2
748,female,group C,bachelor's degree,free/reduced,none,50,60,59,3,1,2,1,1,169,Pass,56.333333333333336,Second,1,1,1,1,3
749,male,group B,some college,standard,completed,87,84,86,2,2,1,2,2,257,Pass,85.66666666666667,Distinction,1,1,1,1,1
750,male,group D,some high school,standard,completed,71,69,68,4,6,1,2,2,208,Pass,69.33333333333334,First,1,1,1,1,2
751,male,group E,some college,standard,none,68,72,65,5,2,1,1,2,205,Pass,68.33333333333333,First,1,1,1,1,2
752,male,group C,master's degree,free/reduced,completed,79,77,75,3,3,2,2,2,231,Pass,77.0,First,1,1,1,1,2
753,female,group C,some high school,standard,completed,77,90,85,3,6,1,2,1,252,Pass,84.0,Distinction,1,1,1,1,1
754,male,group C,associate's degree,free/reduced,none,58,55,53,3,4,2,1,2,166,Pass,55.333333333333336,Second,1,1,1,1,3
755,female,group E,associate's degree,standard,none,84,95,92,5,4,1,1,1,271,Pass,90.33333333333333,Distinction,1,1,1,1,1
756,male,group D,some college,standard,none,55,58,52,4,2,1,1,2,165,Pass,55.00000000000001,Second,1,1,1,1,3
757,male,group E,bachelor's degree,free/reduced,completed,70,68,72,5,1,2,2,2,210,Pass,70.0,First,1,1,1,1,2
758,female,group D,some college,free/reduced,completed,52,59,65,4,2,2,2,1,176,Pass,58.666666666666664,Second,1,1,1,1,3
759,male,group B,some college,standard,completed,69,77,77,2,2,1,2,2,223,Pass,74.33333333333333,First,1,1,1,1,2
760,female,group C,high school,free/reduced,none,53,72,64,3,5,2,1,1,189,Pass,63.0,First,1,1,1,1,2
761,female,group D,some high school,standard,none,48,58,54,4,6,1,1,1,160,Pass,53.333333333333336,Second,1,1,1,1,3
762,male,group D,some high school,standard,completed,78,81,86,4,6,1,2,2,245,Pass,81.66666666666667,Distinction,1,1,1,1,1
763,female,group B,high school,standard,none,62,62,63,2,5,1,1,1,187,Pass,62.33333333333333,First,1,1,1,1,2
764,male,group D,some college,standard,none,60,63,59,4,2,1,1,2,182,Pass,60.66666666666667,First,1,1,1,1,2
765,female,group B,high school,standard,none,74,72,72,2,5,1,1,1,218,Pass,72.66666666666667,First,1,1,1,1,2
766,female,group C,high school,standard,completed,58,75,77,3,5,1,2,1,210,Pass,70.0,First,1,1,1,1,2
767,male,group B,high school,standard,completed,76,62,60,2,5,1,2,2,198,Pass,66.0,First,1,1,1,1,2
768,female,group D,some high school,standard,none,68,71,75,4,6,1,1,1,214,Pass,71.33333333333334,First,1,1,1,1,2
769,male,group A,some college,free/reduced,none,58,60,57,1,2,2,1,2,175,Pass,58.333333333333336,Second,1,1,1,1,3
770,male,group B,high school,standard,none,52,48,49,2,5,1,1,2,149,Pass,49.666666666666664,Second,1,1,1,1,3
771,male,group D,bachelor's degree,standard,none,75,73,74,4,1,1,1,2,222,Pass,74.0,First,1,1,1,1,2
772,female,group B,some high school,free/reduced,completed,52,67,72,2,6,2,2,1,191,Pass,63.66666666666667,First,1,1,1,1,2
773,female,group C,bachelor's degree,free/reduced,none,62,78,79,3,1,2,1,1,219,Pass,73.0,First,1,1,1,1,2
774,male,group B,some college,standard,none,66,65,60,2,2,1,1,2,191,Pass,63.66666666666667,First,1,1,1,1,2
775,female,group B,some high school,free/reduced,none,49,58,55,2,6,2,1,1,162,Pass,54.0,Second,1,1,1,1,3
776,female,group B,high school,standard,none,66,72,70,2,5,1,1,1,208,Pass,69.33333333333334,First,1,1,1,1,2
777,female,group C,some college,free/reduced,none,35,44,43,3,2,2,1,1,122,Fail,40.666666666666664,Fail,0,1,1,0,0
778,female,group A,some college,standard,completed,72,79,82,1,2,1,2,1,233,Pass,77.66666666666666,First,1,1,1,1,2
779,male,group E,associate's degree,standard,completed,94,85,82,5,4,1,2,2,261,Pass,87.0,Distinction,1,1,1,1,1
780,female,group D,associate's degree,free/reduced,none,46,56,57,4,4,2,1,1,159,Pass,53.0,Second,1,1,1,1,3
781,female,group B,master's degree,standard,none,77,90,84,2,3,1,1,1,251,Pass,83.66666666666667,Distinction,1,1,1,1,1
782,female,group B,high school,free/reduced,completed,76,85,82,2,5,2,2,1,243,Pass,81.0,Distinction,1,1,1,1,1
783,female,group C,associate's degree,standard,completed,52,59,62,3,4,1,2,1,173,Pass,57.666666666666664,Second,1,1,1,1,3
784,male,group C,bachelor's degree,standard,completed,91,81,79,3,1,1,2,2,251,Pass,83.66666666666667,Distinction,1,1,1,1,1
785,female,group B,some high school,standard,completed,32,51,44,2,6,1,2,1,127,Fail,42.333333333333336,Fail,0,1,1,0,0
786,female,group E,some high school,free/reduced,none,72,79,77,5,6,2,1,1,228,Pass,76.0,First,1,1,1,1,2
787,female,group B,some college,standard,none,19,38,32,2,2,1,1,1,89,Fail,29.666666666666668,Fail,0,0,0,0,0
788,male,group C,associate's degree,free/reduced,none,68,65,61,3,4,2,1,2,194,Pass,64.66666666666666,First,1,1,1,1,2
789,female,group C,master's degree,free/reduced,none,52,65,61,3,3,2,1,1,178,Pass,59.333333333333336,Second,1,1,1,1,3
790,female,group B,high school,standard,none,48,62,60,2,5,1,1,1,170,Pass,56.666666666666664,Second,1,1,1,1,3
791,female,group D,some college,free/reduced,none,60,66,70,4,2,2,1,1,196,Pass,65.33333333333333,First,1,1,1,1,2
792,male,group D,high school,free/reduced,none,66,74,69,4,5,2,1,2,209,Pass,69.66666666666667,First,1,1,1,1,2
793,male,group E,some high school,standard,completed,89,84,77,5,6,1,2,2,250,Pass,83.33333333333334,Distinction,1,1,1,1,1
794,female,group B,high school,standard,none,42,52,51,2,5,1,1,1,145,Pass,48.333333333333336,Second,1,1,1,1,3
795,female,group E,associate's degree,free/reduced,completed,57,68,73,5,4,2,2,1,198,Pass,66.0,First,1,1,1,1,2
796,male,group D,high school,standard,none,70,70,70,4,5,1,1,2,210,Pass,70.0,First,1,1,1,1,2
797,female,group E,associate's degree,free/reduced,none,70,84,81,5,4,2,1,1,235,Pass,78.33333333333333,First,1,1,1,1,2
798,male,group E,some college,standard,none,69,60,54,5,2,1,1,2,183,Pass,61.0,First,1,1,1,1,2
799,female,group C,associate's degree,standard,none,52,55,57,3,4,1,1,1,164,Pass,54.666666666666664,Second,1,1,1,1,3
800,male,group C,some high school,standard,completed,67,73,68,3,6,1,2,2,208,Pass,69.33333333333334,First,1,1,1,1,2
801,male,group C,some high school,standard,completed,76,80,73,3,6,1,2,2,229,Pass,76.33333333333333,First,1,1,1,1,2
802,female,group E,associate's degree,standard,none,87,94,95,5,4,1,1,1,276,Pass,92.0,Distinction,1,1,1,1,1
803,female,group B,some college,standard,none,82,85,87,2,2,1,1,1,254,Pass,84.66666666666667,Distinction,1,1,1,1,1
804,female,group C,some college,standard,none,73,76,78,3,2,1,1,1,227,Pass,75.66666666666667,First,1,1,1,1,2
805,male,group A,some college,free/reduced,none,75,81,74,1,2,2,1,2,230,Pass,76.66666666666667,First,1,1,1,1,2
806,female,group D,some college,free/reduced,none,64,74,75,4,2,2,1,1,213,Pass,71.0,First,1,1,1,1,2
807,female,group E,high school,free/reduced,none,41,45,40,5,5,2,1,1,126,Pass,42.0,Second,1,1,1,1,3
808,male,group C,high school,standard,none,90,75,69,3,5,1,1,2,234,Pass,78.0,First,1,1,1,1,2
809,male,group B,bachelor's degree,standard,none,59,54,51,2,1,1,1,2,164,Pass,54.666666666666664,Second,1,1,1,1,3
810,male,group A,some high school,standard,none,51,31,36,1,6,1,1,2,118,Fail,39.33333333333333,Fail,1,0,0,0,0
811,male,group A,high school,free/reduced,none,45,47,49,1,5,2,1,2,141,Pass,47.0,Second,1,1,1,1,3
812,female,group C,master's degree,standard,completed,54,64,67,3,3,1,2,1,185,Pass,61.66666666666667,First,1,1,1,1,2
813,male,group E,some high school,standard,completed,87,84,76,5,6,1,2,2,247,Pass,82.33333333333334,Distinction,1,1,1,1,1
814,female,group C,high school,standard,none,72,80,83,3,5,1,1,1,235,Pass,78.33333333333333,First,1,1,1,1,2
815,male,group B,some high school,standard,completed,94,86,87,2,6,1,2,2,267,Pass,89.0,Distinction,1,1,1,1,1
816,female,group A,bachelor's degree,standard,none,45,59,64,1,1,1,1,1,168,Pass,56.00000000000001,Second,1,1,1,1,3
817,male,group D,bachelor's degree,free/reduced,completed,61,70,76,4,1,2,2,2,207,Pass,69.0,First,1,1,1,1,2
818,female,group B,high school,free/reduced,none,60,72,68,2,5,2,1,1,200,Pass,66.66666666666666,First,1,1,1,1,2
819,female,group C,some high school,standard,none,77,91,88,3,6,1,1,1,256,Pass,85.33333333333334,Distinction,1,1,1,1,1
820,female,group A,some high school,standard,completed,85,90,92,1,6,1,2,1,267,Pass,89.0,Distinction,1,1,1,1,1
821,female,group D,bachelor's degree,free/reduced,none,78,90,93,4,1,2,1,1,261,Pass,87.0,Distinction,1,1,1,1,1
822,male,group E,some college,free/reduced,completed,49,52,51,5,2,2,2,2,152,Pass,50.66666666666667,Second,1,1,1,1,3
823,female,group B,high school,free/reduced,none,71,87,82,2,5,2,1,1,240,Pass,80.0,Distinction,1,1,1,1,1
824,female,group C,some high school,free/reduced,none,48,58,52,3,6,2,1,1,158,Pass,52.666666666666664,Second,1,1,1,1,3
825,male,group C,high school,standard,none,62,67,58,3,5,1,1,2,187,Pass,62.33333333333333,First,1,1,1,1,2
826,female,group C,associate's degree,free/reduced,completed,56,68,70,3,4,2,2,1,194,Pass,64.66666666666666,First,1,1,1,1,2
827,female,group C,some high school,standard,none,65,69,76,3,6,1,1,1,210,Pass,70.0,First,1,1,1,1,2
828,female,group D,some high school,free/reduced,completed,69,86,81,4,6,2,2,1,236,Pass,78.66666666666666,First,1,1,1,1,2
829,male,group B,some high school,standard,none,68,54,53,2,6,1,1,2,175,Pass,58.333333333333336,Second,1,1,1,1,3
830,female,group A,some college,free/reduced,none,61,60,57,1,2,2,1,1,178,Pass,59.333333333333336,Second,1,1,1,1,3
831,female,group C,bachelor's degree,free/reduced,completed,74,86,89,3,1,2,2,1,249,Pass,83.0,Distinction,1,1,1,1,1
832,male,group A,bachelor's degree,standard,none,64,60,58,1,1,1,1,2,182,Pass,60.66666666666667,First,1,1,1,1,2
833,female,group B,high school,standard,completed,77,82,89,2,5,1,2,1,248,Pass,82.66666666666667,Distinction,1,1,1,1,1
834,male,group B,some college,standard,none,58,50,45,2,2,1,1,2,153,Pass,51.0,Second,1,1,1,1,3
835,female,group C,high school,standard,completed,60,64,74,3,5,1,2,1,198,Pass,66.0,First,1,1,1,1,2
836,male,group E,high school,standard,none,73,64,57,5,5,1,1,2,194,Pass,64.66666666666666,First,1,1,1,1,2
837,female,group A,high school,standard,completed,75,82,79,1,5,1,2,1,236,Pass,78.66666666666666,First,1,1,1,1,2
838,male,group B,associate's degree,free/reduced,completed,58,57,53,2,4,2,2,2,168,Pass,56.00000000000001,Second,1,1,1,1,3
839,female,group C,associate's degree,standard,none,66,77,73,3,4,1,1,1,216,Pass,72.0,First,1,1,1,1,2
840,female,group D,high school,free/reduced,none,39,52,46,4,5,2,1,1,137,Fail,45.666666666666664,Fail,0,1,1,0,0
841,male,group C,some high school,standard,none,64,58,51,3,6,1,1,2,173,Pass,57.666666666666664,Second,1,1,1,1,3
842,female,group B,high school,free/reduced,completed,23,44,36,2,5,2,2,1,103,Fail,34.333333333333336,Fail,0,1,0,0,0
843,male,group B,some college,free/reduced,completed,74,77,76,2,2,2,2,2,227,Pass,75.66666666666667,First,1,1,1,1,2
844,female,group D,some high school,free/reduced,completed,40,65,64,4,6,2,2,1,169,Pass,56.333333333333336,Second,1,1,1,1,3
845,male,group E,master's degree,standard,none,90,85,84,5,3,1,1,2,259,Pass,86.33333333333333,Distinction,1,1,1,1,1
846,male,group C,master's degree,standard,completed,91,85,85,3,3,1,2,2,261,Pass,87.0,Distinction,1,1,1,1,1
847,male,group D,high school,standard,none,64,54,50,4,5,1,1,2,168,Pass,56.00000000000001,Second,1,1,1,1,3
848,female,group C,high school,standard,none,59,72,68,3,5,1,1,1,199,Pass,66.33333333333333,First,1,1,1,1,2
849,male,group D,associate's degree,standard,none,80,75,69,4,4,1,1,2,224,Pass,74.66666666666667,First,1,1,1,1,2
850,male,group C,master's degree,standard,none,71,67,67,3,3,1,1,2,205,Pass,68.33333333333333,First,1,1,1,1,2
851,female,group A,high school,standard,none,61,68,63,1,5,1,1,1,192,Pass,64.0,First,1,1,1,1,2
852,female,group E,some college,standard,none,87,85,93,5,2,1,1,1,265,Pass,88.33333333333333,Distinction,1,1,1,1,1
853,male,group E,some high school,standard,none,82,67,61,5,6,1,1,2,210,Pass,70.0,First,1,1,1,1,2
854,male,group C,some high school,standard,none,62,64,55,3,6,1,1,2,181,Pass,60.333333333333336,First,1,1,1,1,2
855,female,group B,bachelor's degree,standard,none,97,97,96,2,1,1,1,1,290,Pass,96.66666666666667,Distinction,1,1,1,1,1
856,male,group B,some college,free/reduced,none,75,68,65,2,2,2,1,2,208,Pass,69.33333333333334,First,1,1,1,1,2
857,female,group C,bachelor's degree,standard,none,65,79,81,3,1,1,1,1,225,Pass,75.0,First,1,1,1,1,2
858,male,group B,high school,standard,completed,52,49,46,2,5,1,2,2,147,Pass,49.0,Second,1,1,1,1,3
859,male,group C,associate's degree,free/reduced,none,87,73,72,3,4,2,1,2,232,Pass,77.33333333333333,First,1,1,1,1,2
860,female,group C,associate's degree,standard,none,53,62,53,3,4,1,1,1,168,Pass,56.00000000000001,Second,1,1,1,1,3
861,female,group E,master's degree,free/reduced,none,81,86,87,5,3,2,1,1,254,Pass,84.66666666666667,Distinction,1,1,1,1,1
862,male,group D,bachelor's degree,free/reduced,completed,39,42,38,4,1,2,2,2,119,Fail,39.666666666666664,Fail,0,1,0,0,0
863,female,group C,some college,standard,completed,71,71,80,3,2,1,2,1,222,Pass,74.0,First,1,1,1,1,2
864,male,group C,associate's degree,standard,none,97,93,91,3,4,1,1,2,281,Pass,93.66666666666667,Distinction,1,1,1,1,1
865,male,group D,some college,standard,completed,82,82,88,4,2,1,2,2,252,Pass,84.0,Distinction,1,1,1,1,1
866,male,group C,high school,free/reduced,none,59,53,52,3,5,2,1,2,164,Pass,54.666666666666664,Second,1,1,1,1,3
867,male,group B,associate's degree,standard,none,61,42,41,2,4,1,1,2,144,Pass,48.0,Second,1,1,1,1,3
868,male,group E,associate's degree,free/reduced,completed,78,74,72,5,4,2,2,2,224,Pass,74.66666666666667,First,1,1,1,1,2
869,male,group C,associate's degree,free/reduced,none,49,51,51,3,4,2,1,2,151,Pass,50.33333333333333,Second,1,1,1,1,3
870,male,group B,high school,standard,none,59,58,47,2,5,1,1,2,164,Pass,54.666666666666664,Second,1,1,1,1,3
871,female,group C,some college,standard,completed,70,72,76,3,2,1,2,1,218,Pass,72.66666666666667,First,1,1,1,1,2
872,male,group B,associate's degree,standard,completed,82,84,78,2,4,1,2,2,244,Pass,81.33333333333333,Distinction,1,1,1,1,1
873,male,group E,associate's degree,free/reduced,none,90,90,82,5,4,2,1,2,262,Pass,87.33333333333333,Distinction,1,1,1,1,1
874,female,group C,bachelor's degree,free/reduced,none,43,62,61,3,1,2,1,1,166,Pass,55.333333333333336,Second,1,1,1,1,3
875,male,group C,some college,free/reduced,none,80,64,66,3,2,2,1,2,210,Pass,70.0,First,1,1,1,1,2
876,male,group D,some college,standard,none,81,82,84,4,2,1,1,2,247,Pass,82.33333333333334,Distinction,1,1,1,1,1
877,male,group C,some high school,standard,none,57,61,54,3,6,1,1,2,172,Pass,57.333333333333336,Second,1,1,1,1,3
878,female,group D,some high school,standard,none,59,72,80,4,6,1,1,1,211,Pass,70.33333333333334,First,1,1,1,1,2
879,female,group D,associate's degree,standard,none,64,76,74,4,4,1,1,1,214,Pass,71.33333333333334,First,1,1,1,1,2
880,male,group C,bachelor's degree,standard,completed,63,64,66,3,1,1,2,2,193,Pass,64.33333333333333,First,1,1,1,1,2
881,female,group E,bachelor's degree,standard,completed,71,70,70,5,1,1,2,1,211,Pass,70.33333333333334,First,1,1,1,1,2
882,female,group B,high school,free/reduced,none,64,73,71,2,5,2,1,1,208,Pass,69.33333333333334,First,1,1,1,1,2
883,male,group D,bachelor's degree,free/reduced,none,55,46,44,4,1,2,1,2,145,Pass,48.333333333333336,Second,1,1,1,1,3
884,female,group E,associate's degree,standard,none,51,51,54,5,4,1,1,1,156,Pass,52.0,Second,1,1,1,1,3
885,female,group C,associate's degree,standard,completed,62,76,80,3,4,1,2,1,218,Pass,72.66666666666667,First,1,1,1,1,2
886,female,group E,associate's degree,standard,completed,93,100,95,5,4,1,2,1,288,Pass,96.0,Distinction,1,1,1,1,1
887,male,group C,high school,free/reduced,none,54,72,59,3,5,2,1,2,185,Pass,61.66666666666667,First,1,1,1,1,2
888,female,group D,some college,free/reduced,none,69,65,74,4,2,2,1,1,208,Pass,69.33333333333334,First,1,1,1,1,2
889,male,group D,high school,free/reduced,none,44,51,48,4,5,2,1,2,143,Pass,47.66666666666667,Second,1,1,1,1,3
890,female,group E,some college,standard,completed,86,85,91,5,2,1,2,1,262,Pass,87.33333333333333,Distinction,1,1,1,1,1
891,female,group E,associate's degree,standard,none,85,92,85,5,4,1,1,1,262,Pass,87.33333333333333,Distinction,1,1,1,1,1
892,female,group A,master's degree,free/reduced,none,50,67,73,1,3,2,1,1,190,Pass,63.33333333333333,First,1,1,1,1,2
893,male,group D,some high school,standard,completed,88,74,75,4,6,1,2,2,237,Pass,79.0,First,1,1,1,1,2
894,female,group E,associate's degree,standard,none,59,62,69,5,4,1,1,1,190,Pass,63.33333333333333,First,1,1,1,1,2
895,female,group E,some high school,free/reduced,none,32,34,38,5,6,2,1,1,104,Fail,34.66666666666667,Fail,0,0,0,0,0
896,male,group B,high school,free/reduced,none,36,29,27,2,5,2,1,2,92,Fail,30.666666666666664,Fail,0,0,0,0,0
897,female,group B,some high school,free/reduced,completed,63,78,79,2,6,2,2,1,220,Pass,73.33333333333333,First,1,1,1,1,2
898,male,group D,associate's degree,standard,completed,67,54,63,4,4,1,2,2,184,Pass,61.33333333333333,First,1,1,1,1,2
899,female,group D,some high school,standard,completed,65,78,82,4,6,1,2,1,225,Pass,75.0,First,1,1,1,1,2
900,male,group D,master's degree,standard,none,85,84,89,4,3,1,1,2,258,Pass,86.0,Distinction,1,1,1,1,1
901,female,group C,master's degree,standard,none,73,78,74,3,3,1,1,1,225,Pass,75.0,First,1,1,1,1,2
902,female,group A,high school,free/reduced,completed,34,48,41,1,5,2,2,1,123,Fail,41.0,Fail,0,1,1,0,0
903,female,group D,bachelor's degree,free/reduced,completed,93,100,100,4,1,2,2,1,293,Pass,97.66666666666667,Distinction,1,1,1,1,1
904,female,group D,some high school,free/reduced,none,67,84,84,4,6,2,1,1,235,Pass,78.33333333333333,First,1,1,1,1,2
905,male,group D,some college,standard,none,88,77,77,4,2,1,1,2,242,Pass,80.66666666666666,Distinction,1,1,1,1,1
906,male,group B,high school,standard,none,57,48,51,2,5,1,1,2,156,Pass,52.0,Second,1,1,1,1,3
907,female,group D,some college,standard,completed,79,84,91,4,2,1,2,1,254,Pass,84.66666666666667,Distinction,1,1,1,1,1
908,female,group C,bachelor's degree,free/reduced,none,67,75,72,3,1,2,1,1,214,Pass,71.33333333333334,First,1,1,1,1,2
909,male,group E,bachelor's degree,standard,completed,70,64,70,5,1,1,2,2,204,Pass,68.0,First,1,1,1,1,2
910,male,group D,bachelor's degree,free/reduced,none,50,42,48,4,1,2,1,2,140,Pass,46.666666666666664,Second,1,1,1,1,3
911,female,group A,some college,standard,none,69,84,82,1,2,1,1,1,235,Pass,78.33333333333333,First,1,1,1,1,2
912,female,group C,bachelor's degree,standard,completed,52,61,66,3,1,1,2,1,179,Pass,59.66666666666667,Second,1,1,1,1,3
913,female,group C,bachelor's degree,free/reduced,completed,47,62,66,3,1,2,2,1,175,Pass,58.333333333333336,Second,1,1,1,1,3
914,female,group B,associate's degree,free/reduced,none,46,61,55,2,4,2,1,1,162,Pass,54.0,Second,1,1,1,1,3
915,female,group E,some college,standard,none,68,70,66,5,2,1,1,1,204,Pass,68.0,First,1,1,1,1,2
916,male,group E,bachelor's degree,standard,completed,100,100,100,5,1,1,2,2,300,Pass,100.0,Distinction,1,1,1,1,1
917,female,group C,high school,standard,none,44,61,52,3,5,1,1,1,157,Pass,52.33333333333333,Second,1,1,1,1,3
918,female,group C,associate's degree,standard,completed,57,77,80,3,4,1,2,1,214,Pass,71.33333333333334,First,1,1,1,1,2
919,male,group B,some college,standard,completed,91,96,91,2,2,1,2,2,278,Pass,92.66666666666666,Distinction,1,1,1,1,1
920,male,group D,high school,free/reduced,none,69,70,67,4,5,2,1,2,206,Pass,68.66666666666667,First,1,1,1,1,2
921,female,group C,high school,free/reduced,none,35,53,46,3,5,2,1,1,134,Fail,44.666666666666664,Fail,0,1,1,0,0
922,male,group D,high school,standard,none,72,66,66,4,5,1,1,2,204,Pass,68.0,First,1,1,1,1,2
923,female,group B,associate's degree,free/reduced,none,54,65,65,2,4,2,1,1,184,Pass,61.33333333333333,First,1,1,1,1,2
924,male,group D,high school,free/reduced,none,74,70,69,4,5,2,1,2,213,Pass,71.0,First,1,1,1,1,2
925,male,group E,some high school,standard,completed,74,64,60,5,6,1,2,2,198,Pass,66.0,First,1,1,1,1,2
